YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2023,9,1,430.0,430.1,426.0,429.76,111895
2023,9,2,430.0,430.1,426.0,429.76,111895
2023,9,3,430.0,430.1,426.0,429.76,111895
2023,9,4,430.0,432.45,421.22,431.3,126612
2023,9,5,431.99,437.8,428.0,428.95,74136
2023,9,6,431.0,432.5,427.01,431.69,50771
2023,9,7,431.0,433.98,427.5,428.44,65035
2023,9,8,428.0,437.0,428.0,434.28,95467
2023,9,9,428.0,437.0,428.0,434.28,95467
2023,9,10,428.0,437.0,428.0,434.28,95467
2023,9,11,436.5,439.0,431.0,432.39,134437
2023,9,12,434.0,435.8,428.0,429.03,47819
2023,9,13,430.44,431.94,428.26,429.02,69390
2023,9,14,430.01,431.24,429.0,430.11,48486
2023,9,15,434.99,435.5,429.0,432.28,260489
2023,9,16,434.99,435.5,429.0,432.28,260489
2023,9,17,434.99,435.5,429.0,432.28,260489
2023,9,18,430.99,436.75,430.11,435.25,100095
2023,9,19,435.23,436.89,432.0,433.75,90266
2023,9,20,435.95,435.95,429.0,429.86,43723
2023,9,21,430.2,431.0,427.75,429.34,66774
2023,9,22,430.48,432.9,425.5,426.69,78703
2023,9,23,430.48,432.9,425.5,426.69,78703
2023,9,24,430.48,432.9,425.5,426.69,78703
2023,9,25,425.2,430.0,421.0,422.89,140818
2023,9,26,425.95,425.95,417.5,418.89,270404
2023,9,27,419.0,419.01,410.01,411.15,239688
2023,9,28,409.0,415.0,390.2,393.83,877913
2023,9,29,409.0,415.0,390.2,393.83,877913
2023,9,30,409.0,415.0,390.2,393.83,877913
